Access	File ID	Object ID	File Name	ICGC Donor	Specimen ID	Specimen Type	Sample ID	Repository	Project	Study	Data Type	Experimental Strategy	Format	Size (bytes)
controlled	FI25234	3e3fdc7d-4c60-5b2d-a900-79b4a48f396d	cbbba74222441fa3ca729518f0aa851d.bam	DO50374	SP111031	Primary tumour - solid tissue	SA528848	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	1.71288700042E11
controlled	FI50208	8c50197c-ef34-515a-ae6e-fc79ca075b4f	f6abaa6b0c8bdb07ffc1e49d48202d40.bam	DO50362	SP110933	Normal - blood derived	SA528897	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	ESAD-UK	PCAWG			BAM	1.17371545602E11
controlled	FI808887	61825b15-b07d-5d05-a854-e868db492d6b	mini-d0ac3315f713a78b19b8f7d7eed839b3.bam	DO50315	SP110853	Primary tumour - solid tissue	SA528793	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	1.435639486E9
controlled	FI808807	7e2a2561-7372-5b64-9c0a-9b27b01c21ca	mini-67cee1198040195bb2cc0738f214b681.bam	DO50355	SP110922	Normal - blood derived	SA528885	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	5.34721996E8
controlled	FI808823	253f1aeb-67a4-5b2a-b6de-acf72e555a27	mini-c091d05b530076ae2ec21d3016bc3883.bam	DO10844	SP23505	Normal - solid tissue	SA130926	Collaboratory - Toronto,AWS - Virginia	ESAD-UK	PCAWG			BAM	3.07143858E8
controlled	FI808837	7eca2de4-d528-5644-9dbe-e515a6f94a27	mini-507fe214d41a761fe62c5efa61991cd4.bam	DO50436	SP111078	Primary tumour - solid tissue	SA528904	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	3.2229806E8
controlled	FI808839	0ce4e450-783e-5a6b-b23b-9b1b17b0a34e	mini-3aeec71296e1dbe3458481c920cf1b8a.bam	DO50447	SP110937	Normal - blood derived	SA528910	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	6.19098822E8
controlled	FI39814	38e863d0-e911-5adb-906d-1a3eb965e560	e0daa95d9782909fd4805f519c4164c4.bam	DO218457	SP117676	Primary tumour - solid tissue	SA543622	EGA - Hinxton,Collaboratory - Toronto	BRCA-EU	PCAWG			BAM	1.53421264594E11
controlled	FI3350	6a4ce51b-afa7-54da-a98e-f1051f6dae38	ac570307b3acc0cdc0a250cd1f13ada2.bam	DO34288	SP76017	Primary tumour - solid tissue	SA410892	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PACA-AU	PCAWG			BAM	1.40014430894E11
controlled	FI39832	f3f0088c-4dcc-51b3-87b5-eee572ec0724	09d643f66c063da3084f3e50297481cf.bam	DO46350	SP101572	Primary tumour - solid tissue	SA505492	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	OV-AU	PCAWG			BAM	1.69769979041E11
controlled	FI3107	93055e19-7c65-5eaa-a888-cc7548b8a2c3	21c86afd00c0f4f713ef3601e7573b36.bam	DO35901	SP79525	Normal - blood derived	SA413983	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	8.6284359787E10
controlled	FI39529	60e049b5-5578-53a9-a234-68a8bf4705b1	270b13d6b8fa716b49e14c7bb76e06de.bam	DO46333	SP101532	Primary tumour - solid tissue	SA505351	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	OV-AU	PCAWG			BAM	1.59533429655E11
controlled	FI39400	90a8849f-ad23-5bf5-8b6e-c3a3d50b8735	d4a1ff158eea86c343aee8cc14f46a5f.bam	DO218573	SP118909	Normal - blood derived	SA545165	EGA - Hinxton,Collaboratory - Toronto	BRCA-EU	PCAWG			BAM	1.07777268453E11
controlled	FI39436	1d3ee8f3-3e2d-5dc6-874d-818570f516c5	0640c11c142f8cceff56af346e853343.bam	DO220853	SP124497	Normal - blood derived	SA557196	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	MELA-AU	PCAWG			BAM	1.16600483666E11
controlled	FI10970	102c6d65-0f46-513b-b554-a3b7d48a27f3	4c1000562028a4f31e581196b188ed14.bam	DO44740	SP97925	Normal - tissue adjacent to primary	SA499886	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	LICA-FR	PCAWG			BAM	1.66011874571E11
controlled	FI10898	99095070-04d0-5d93-b3db-936bec6eb077	4902a72f18be4ca7f294e2adee4894f8.bam	DO6504	SP13433	Primary tumour - blood derived (peripheral blood)	SA85298	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	CLLE-ES	PCAWG			BAM	8.4620706853E10
controlled	FI10897	80251d55-f18c-51b7-ac7b-6ed98fd20206	c81951a6467ed15645224f6c348f56fb.bam	DO6504	SP96911	Normal - blood derived	SA85304	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	CLLE-ES	PCAWG			BAM	9.0568321469E10
controlled	FI808791	263609bd-a040-5ae9-9658-da2646b33870	mini-85c8290aa69210e7b1d244b85c8dd64e.bam	DO50356	SP110923	Normal - blood derived	SA528887	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	1.19737512E8
controlled	FI808749	37c2dda1-9ac8-5765-8079-ff9983e343b4	mini-2fc9508f5c225ae651c5a7fe930f056a.bam	DO50348	SP111095	Primary tumour - solid tissue	SA528925	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	6.19119434E8
controlled	FI808747	5a0fd3ba-8d5b-59e9-b5d8-cceaf1882c13	mini-5c944c6a54ce756717f61a7cf3b86044.bam	DO50348	SP110907	Normal - blood derived	SA528865	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	5.13895803E8
controlled	FI808767	6fb60bcf-a36a-53f7-b2cf-bae899ecb74b	mini-74475d452e5ca9eaee00671529f1d22a.bam	DO50354	SP111067	Primary tumour - solid tissue	SA528895	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	3.56452815E8
controlled	FI808713	0c5f8f08-afe9-5c08-85bc-9f708de76563	mini-351f45dc9e0dd2b786d0d24efc210932.bam	DO50339	SP110889	Normal - blood derived	SA528841	AWS - Virginia,Collaboratory - Toronto	ESAD-UK	PCAWG			BAM	6.23560753E8
controlled	FI10474	fa48780c-0b27-5120-8db0-62eba6356509	5e319c59fb692fc1de9df1128d7da803.bam	DO50844	SP112274	Primary tumour - solid tissue	SA529864	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	LIRI-JP	PCAWG			BAM	1.42165667976E11
controlled	FI808571	439f271b-17b2-53be-afd2-96f36621cfe7	mini-d5206818ee30df040229da2f6a8cc53f.bam	DO33400	SP71568	Normal - solid tissue	SA411009	Collaboratory - Toronto,AWS - Virginia	PACA-AU	PCAWG			BAM	2.2765515E8
controlled	FI808585	8496da4e-0d54-573b-a03e-c337c7712f5b	mini-588bdee617a5461aacb0c3374dfd1b04.bam	DO49087	SP107805	Primary tumour - solid tissue	SA518611	AWS - Virginia,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	5.56981264E8
controlled	FI808591	679f2d88-a08b-541a-8f67-a9a81beaffe1	mini-89c04994455475c4a6073cf60f548211.bam	DO33152	SP70748	Normal - solid tissue	SA410194	AWS - Virginia,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	1.5495881E8
controlled	FI808413	f74ae4fe-cfef-5ae4-8658-beea9af94647	mini-4460792ce84247973faf9360b07fb8fa.bam	DO52740	SP116837	Primary tumour - blood derived (peripheral blood)	SA542235	Collaboratory - Toronto,AWS - Virginia	CMDI-UK	PCAWG			BAM	4.89804699E8
controlled	FI808435	6bdedf51-7af3-51ad-8d66-127ec3ee6d29	mini-333edfc0c520ed7a74eefa39be4b8537.bam	DO52726	SP116785	Normal - blood derived	SA542297	AWS - Virginia,Collaboratory - Toronto	CMDI-UK	PCAWG			BAM	2.82848083E8
controlled	FI10589	644ff3d5-dce3-583e-9dc4-b56adf7286a7	9e76d8811f50cb14e866cae233778135.bam	DO45075	SP111869	Normal - blood derived	SA529558	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	LINC-JP	PCAWG			BAM	1.78801934499E11
controlled	FI808357	dae8e5e5-26e1-5cee-8adf-1fa1221b6a06	mini-c4b7390bc69022364c123c9f64b77048.bam	DO33200	SP70932	Primary tumour - solid tissue	SA410374	AWS - Virginia,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	3.46084758E8
controlled	FI808367	4fecc77d-49a3-5ed6-8fb1-883e48c7ef82	mini-0beef8ef4f55ff27ff431ae373674c63.bam	DO33168	SP70796	Normal - solid tissue	SA410238	AWS - Virginia,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	1.83602423E8
controlled	FI808211	540c20d0-faa4-5ef6-abc4-43d419ad16f8	mini-11e55f4501c47931edbbc10cb6c32440.bam	DO36054	SP79710	Normal - blood derived	SA414185	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	5.8110063E7
controlled	FI808249	e58b78cb-1fee-5895-85b5-4d84ae4c13a9	mini-65e0fbf144a18abce14fe6439046401b.bam	DO35612	SP78805	Primary tumour - solid tissue	SA413855	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.42703854E8
controlled	FI808171	710de5a4-814f-5409-baeb-1e630b083c2c	mini-3940bb7d292f50d640dcc62d644bdf01.bam	DO36223	SP106841	Primary tumour - solid tissue	SA514963	AWS - Virginia,Collaboratory - Toronto	PRAD-UK	PCAWG			BAM	1.002212774E9
controlled	FI24588	9a36a27e-4037-53d9-9652-b898c5f8b088	d958bd12ab1b32ecf359d78a5726b969.bam	DO32984	SP70122	Primary tumour - solid tissue	SA409327	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	PACA-AU	PCAWG			BAM	1.75758470292E11
controlled	FI808057	9afc752b-074b-535e-b35d-e7953ca035fe	mini-488c5c7132a9e135b81092e7c0d63255.bam	DO50430	SP111152	Primary tumour - solid tissue	SA528961	AWS - Virginia,Collaboratory - Toronto	PRAD-UK	PCAWG			BAM	1.59689803E8
controlled	FI808061	97fb44a7-7b7a-59c8-acf8-d08beb14adc8	mini-7af33d02bd02caadd0706855a249b316.bam	DO50417	SP111124	Primary tumour - solid tissue	SA528962	Collaboratory - Toronto,AWS - Virginia	PRAD-UK	PCAWG			BAM	2.17785133E8
controlled	FI808063	096f11b8-49be-557d-836f-38c8bd9f87d5	mini-b7baa3411fcc80f017ba53f7961ad16c.bam	DO50420	SP111142	Normal - blood derived	SA528985	AWS - Virginia,Collaboratory - Toronto	PRAD-UK	PCAWG			BAM	2.33358011E8
controlled	FI808015	a73bd9b2-dfc6-5528-ac5a-00d4c6b1c2b6	mini-1499f95a62bc7ca67c0a6156e5189063.bam	DO36062	SP79719	Normal - blood derived	SA414197	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	4.7482251E7
controlled	FI808025	69fd604f-2c08-5b6a-afef-934f3b6216b9	mini-29e8f9e42dd508ee8add1d265cc469e6.bam	DO35586	SP78731	Primary tumour - solid tissue	SA413560	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	7.9789264E7
controlled	FI808029	c9294297-df39-55ee-af91-1e2fc176eee1	mini-5707baecb3ad9335445acecdbe4eec58.bam	DO35540	SP78661	Primary tumour - solid tissue	SA413278	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	8.2718217E7
controlled	FI24718	93ec9f1f-112e-5f14-b28c-66f15034b394	080fbf4c9d80e923fe1b5d9f9e7dc833.bam	DO35733	SP78931	Primary tumour - solid tissue	SA414159	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.36606198671E11
controlled	FI24717	65270da8-d16a-5f4d-824e-8a7cc8d60f5e	e69fb11b2d6976acddfd92277de018bf.bam	DO35733	SP107412	Normal - blood derived	SA517424	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.31630978223E11
controlled	FI31361	4789d257-f8c1-5607-bda3-ccb1da143a7b	ae4bebfbb355ef4996e9bffe254f1973.bam	DO52594	SP116464	Normal - blood derived	SA541927	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	BOCA-UK	PCAWG			BAM	1.34016666977E11
controlled	FI45874	4d1f5a08-24b5-5b88-a415-60d0dcc19e52	50578ce4f5a4c8ce5ece03f282dc399d.bam	DO51964	SP114972	Normal - lymph node	SA538894	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PRAD-UK	PCAWG			BAM	9.1257328208E10
controlled	FI31288	e3515589-d8f4-544b-9968-7406735fd909	c362a63c47e69774f4b3e25e90af8b80.bam	DO221124	SP124971	Primary tumour - lymph node	SA557668	Collaboratory - Toronto,EGA - Hinxton	MALY-DE	PCAWG			BAM	1.20126091513E11
controlled	FI45838	a25e0d2d-4d54-50e3-be4f-3dc2b258fc27	1c6e67003c081d641cf05bb938eff6a6.bam	DO48697	SP107039	Normal - blood derived	SA515297	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.00575254936E11
controlled	FI45746	d4151efb-0f88-5f97-989e-804b5e97875c	6b7b825dce056161dca07ceb52178612.bam	DO50793	SP112170	Primary tumour - solid tissue	SA529735	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.47974948271E11
controlled	FI45745	a46b8e03-729e-556e-935c-e4aa5e6ac1e1	eea494c4bddcba674160888dc7a1b874.bam	DO50793	SP112166	Normal - blood derived	SA529733	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.53635085452E11
controlled	FI31066	502e37be-028a-5b45-9459-51781fe45d7e	a576ec5b8c1b0fa321d1aa0cfb22e1d5.bam	DO48914	SP107430	Normal - blood derived	SA517439	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	7.5176504921E10
controlled	FI31049	9793d1f6-799d-5556-8bbe-9bb5d740d5c8	121a58e9b8cfbdf897434a1134f7fb6c.bam	DO1000	SP2143	Primary tumour - solid tissue	SA6125	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	BRCA-UK	PCAWG			BAM	1.2663572578E11
controlled	FI45171	12e2fa95-f16c-593d-a8b9-5a9b98a40adc	046e68bffbef050e5c463c0c3aa5e7e9.bam	DO51502	SP113843	Normal - blood derived	SA533641	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	PACA-CA	PCAWG			BAM	1.27421691507E11
controlled	FI45095	6f49b489-70aa-59b5-9517-60c0ea7a2c85	e7e9bd2bdf357ee0481d99fc823bca98.bam	DO220880	SP124574	Normal - blood derived	SA557297	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	MELA-AU	PCAWG			BAM	1.20536632142E11
controlled	FI45004	2e203b85-defd-5319-b0af-a7d01b3881aa	897c8c9b5891e716b47f636025c50859.bam	DO48679	SP107007	Primary tumour - solid tissue	SA515233	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.22401754042E11
controlled	FI45228	91331430-9c30-5028-8e9f-7101921dbc35	d6ead30748645077747d1e06f2451224.bam	DO45295	SP99317	Primary tumour - solid tissue	SA501602	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	LIRI-JP	PCAWG			BAM	1.28192617864E11
controlled	FI45209	7f0fb271-9d43-5c9a-ba07-772bc4d38b68	99fdfe9d9cd85bce041b745506370d39.bam	DO50772	SP112124	Normal - blood derived	SA529713	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	LIRI-JP	PCAWG			BAM	9.2051072182E10
controlled	FI30791	85c394a8-dc17-54b4-9bab-7ec6ed202825	6817768c60d972a8cc3d864f70306979.bam	DO35959	SP79261	Primary tumour - solid tissue	SA413672	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.22446969252E11
controlled	FI44733	6a291c06-d518-5561-9d10-a2837368bb79	7fc82cc252d3b99408b7a5fd3e829d93.bam	DO46785	SP102613	Normal - solid tissue	SA506714	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	6.062648845E10
controlled	FI30117	d3b23317-007e-5ffe-b956-5ce629b226d6	be00837182c030c51feffb35d1e01a43.bam	DO46838	SP102759	Primary tumour - solid tissue	SA507191	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	RECA-EU	PCAWG			BAM	2.22009855548E11
controlled	FI44606	1767dd26-e5e5-51fc-802c-e8f0bf4c18ca	b75c781235ab02a5cea005f6d45fbea2.bam	DO52649	SP116608	Primary tumour - lymph node	SA542082	Collaboratory - Toronto,EGA - Hinxton	MALY-DE	PCAWG			BAM	1.12918027574E11
controlled	FI44641	04267470-5f61-50b0-ac63-086f175e32b2	8845d810f7322c2202aa0b723a1d2435.bam	DO45129	SP98977	Normal - blood derived	SA501508	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	8.100542222E10
controlled	FI44986	8df60b35-ca18-5191-bac5-07c1b9822284	bdb29502f2110989a59a385d62809b55.bam	DO45267	SP99257	Primary tumour - solid tissue	SA501541	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.28690348468E11
controlled	FI44812	ec0ffb07-2a77-563d-816a-05bb546658c0	17b31c224edc1217d8c6dabaebdbc071.bam	DO45303	SP99333	Primary tumour - solid tissue	SA501618	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	1.38333712677E11
controlled	FI44891	d2b17595-b1a7-511e-9776-f697eb2be0f3	7db5ad3123e0826c51e46a6d263b2603.bam	DO220859	SP124515	Normal - blood derived	SA557217	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	MELA-AU	PCAWG			BAM	1.3153387814E11
controlled	FI44791	00d813b4-3f7a-52a2-b073-22b4cb30980f	c03bfd16ee97e36c1e6088f81f7d7d54.bam	DO52675	SP116669	Normal - blood derived	SA542092	Collaboratory - Toronto,EGA - Hinxton	MALY-DE	PCAWG			BAM	1.12209602528E11
controlled	FI19235	3ba238d1-f454-5958-b777-6794f3c0f376	97ace2f7fb41b232024573f27e09f155.bam	DO45111	SP98941	Primary tumour - solid tissue	SA501477	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	LIRI-JP	PCAWG			BAM	1.68457451138E11
controlled	FI19275	5a81fc92-fcc7-5800-a3df-73af4a80b958	a001076be17d60cc44b92ff8d8281af3.bam	DO6388	SP115055	Normal - blood derived	SA538974	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	CLLE-ES	PCAWG			BAM	1.02310227737E11
controlled	FI19113	6bfbc535-7200-5fc6-9c46-d280a4150fe6	36fd1f307b059d20645f14f8fcbb6932.bam	DO51102	SP112890	Normal - blood derived	SA530484	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	7.1843332715E10
controlled	FI19551	418c2c49-c470-52a3-9895-29d33a557404	1833a7d2fff34fea261eab7bb30bff87.bam	DO49135	SP107945	Primary tumour - solid tissue	SA518622	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PACA-AU	PCAWG			BAM	1.97264341586E11
controlled	FI19569	e5d84bc0-9013-53bf-91c0-676f305c5102	7ed8e4385ff974d697a560159e719c57.bam	DO49127	SP107915	Primary tumour - solid tissue	SA518680	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	1.69810472616E11
controlled	FI44469	963dec40-5db3-52c7-880b-664676a3db01	c557168643f295f56b49ccfbac73acd3.bam	DO51475	SP113735	Normal - solid tissue	SA533637	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PACA-CA	PCAWG			BAM	1.11509509011E11
controlled	FI44321	3d4bfaa9-71ee-563c-8209-da7c85365c09	349958cfc25b85881a309f349a1ca986.bam	DO45067	SP111863	Normal - blood derived	SA529549	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	LINC-JP	PCAWG			BAM	1.53422162816E11
controlled	FI44395	bfa8dc24-6fbc-50a5-ae71-991da0b5db39	acfb541367924deaf125649fbd1a8eb9.bam	DO48930	SP107505	Normal - blood derived	SA517312	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.02847664962E11
controlled	FI19060	8e8f5dea-e012-5cc8-99ef-f7e139ed6ecf	5249149e763cf3ba4fa8dc1983ae8519.bam	DO50811	SP112205	Primary tumour - solid tissue	SA529774	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.12802876058E11
controlled	FI19078	6f9c082e-f1b6-57ba-b569-cc2b0f245a35	a9a185461a2af90dba56aa1a60decd7b.bam	DO52544	SP116343	Primary tumour - solid tissue	SA541824	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	BRCA-UK	PCAWG			BAM	1.6295602808E11
controlled	FI17770	4926efce-2afd-573f-a7ae-6b068bcaefaf	2dfb6559e7f72bed806f406253eff487.bam	DO218075	SP117260	Primary tumour - solid tissue	SA542942	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	ORCA-IN	PCAWG			BAM	1.64394154218E11
controlled	FI811324	a0b3ef89-975a-5357-9233-2f08606bbdcc	mini-4ab27de1aaaa7729fa18b39a6b09ae60.bam	DO44828	SP97771	Primary tumour - solid tissue	SA499813	AWS - Virginia,Collaboratory - Toronto	LICA-FR	PCAWG			BAM	4.81005752E8
controlled	FI42284	3662e692-278c-5a67-8582-b4a58498a315	4bc3e7a22136229927820e7cddd6d032.bam	DO218605	SP118951	Normal - blood derived	SA545209	Collaboratory - Toronto,EGA - Hinxton	BRCA-EU	PCAWG			BAM	1.59789636797E11
controlled	FI811075	896b47da-8df9-5023-a502-143328db1c88	mini-237ae7a95ec8f7313ef1bb9652326070.bam	DO45269	SP99261	Primary tumour - solid tissue	SA501545	AWS - Virginia,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	3.92925694E8
controlled	FI9777	d3ce4ebe-b43a-5cf5-8f74-e2aa4676840a	b0e52a0e62f9d021d8529c97ba4c7266.bam	DO49080	SP107787	Normal - solid tissue	SA518636	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	PACA-AU	PCAWG			BAM	7.5235289669E10
controlled	FI9441	ba821d8e-27b0-51dd-93ad-63c39462f592	41860ffbb117fc47f99bc7b3989285c5.bam	DO220847	SP124355	Metastatic tumour - metastasis local to lymph node	SA557409	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	MELA-AU	PCAWG			BAM	1.62018203484E11
controlled	FI9309	a38be239-6356-56f5-a3d0-d9dc9eb208dd	a050d0dd0e0b874258281562a53f484f.bam	DO47132	SP103619	Primary tumour - solid tissue	SA507385	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	RECA-EU	PCAWG			BAM	2.20649035579E11
controlled	FI14334	fde5825d-6386-5d5e-bde8-334ce02a809d	b365e6923149d69b9f46a0ed2a7d434d.bam	DO218060	SP118358	Normal - blood derived	SA544592	Collaboratory - Toronto,EGA - Hinxton	BRCA-EU	PCAWG			BAM	1.41306463381E11
controlled	FI4757	b0b6703e-88ab-5ef6-b814-f01d2d4dd35b	95ead95bc02ea0d162f61c7a5152bad0.bam	DO48905	SP107381	Primary tumour - solid tissue	SA517370	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.19426029229E11
controlled	FI4663	6a578100-d134-51be-b3ae-488b46d1198e	e1f2890d0826d129d10732902c7d7354.bam	DO27783	SP59312	Primary tumour - lymph node	SA320884	EGA - Hinxton,Collaboratory - Toronto	MALY-DE	PCAWG			BAM	9.9332517262E10
controlled	FI14570	10573772-1bc5-517a-a128-04fbc8de5e9c	df8c085c63654dbecf6e9b75f69a360d.bam	DO10829	SP23485	Normal - blood derived	SA130890	EGA - Hinxton,Collaboratory - Toronto	EOPC-DE	PCAWG			BAM	1.38606055674E11
controlled	FI28636	69339f0b-9a4a-5564-8358-70f33386030a	2feefd57350ddcc44473b78a60e14f84.bam	DO51053	SP112792	Normal - blood derived	SA530443	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	1.16115110603E11
controlled	FI4340	847fff69-8405-5f87-9396-5ca6d0173698	71f75ce3aa0351dead8c762f99f33c13.bam	DO32900	SP69830	Normal - solid tissue	SA408742	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	PACA-AU	PCAWG			BAM	9.6085556154E10
controlled	FI28860	1e8aeaf2-04c3-53a5-8420-6c12dbdb6b11	4316952a8c99fa3b62a78ad26149b64a.bam	DO52511	SP116262	Primary tumour - solid tissue	SA541746	EGA - Hinxton,Collaboratory - Toronto	EOPC-DE	PCAWG			BAM	1.44838896193E11
controlled	FI14278	ee2f8e66-2d25-5cd0-9c3d-67b39bef6c23	d964c082edbf7d86d035c3b55c7ae24d.bam	DO35553	SP78701	Normal - blood derived	SA413440	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.57180198856E11
controlled	FI4159	9812bd22-010f-5a1f-9b43-55b7eb31df28	ad566ef43955c0921a9de81c6a8a94b1.bam	DO7358	SP115136	Normal - blood derived	SA539026	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	CLLE-ES	PCAWG			BAM	8.9787933416E10
controlled	FI28748	7fcab00c-4a5c-5802-95cb-6247ebff8730	ea103f2e40999846854f0be8bacb73c2.bam	DO35577	SP78722	Primary tumour - solid tissue	SA413524	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.58113341653E11
controlled	FI53088	39e56afa-5253-56f4-95e3-af7fde3e525a	320806adcee6c12a2ec154c34ea1ed8e.bam	DO46744	SP102482	Normal - blood derived	SA506652	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	8.6436170705E10
controlled	FI53010	c1bff403-f740-565c-be41-d810cff2f009	4525f90cdc32523a352da958159cfb22.bam	DO52140	SP135397	Normal - solid tissue	SA570862	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PAEN-IT	PCAWG			BAM	2.10759604668E11
controlled	FI28432	37821123-6593-5c7b-a6df-28eec936afd5	f418f4a04f6a44149579f940ac98d79f.bam	DO50426	SP111147	Normal - blood derived	SA528955	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	PRAD-UK	PCAWG			BAM	9.4156066912E10
controlled	FI28486	4b72ce35-40c0-5958-8844-629dbee963ae	33230789a30861c0abad68ec0a39d52a.bam	DO52727	SP116788	Primary tumour - blood derived (peripheral blood)	SA542300	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	CMDI-UK	PCAWG			BAM	1.44002925982E11
controlled	FI28339	e152417d-189a-534f-b6e3-9db9332a61a9	07d21074315ab3045a309b9981d93873.bam	DO48901	SP107375	Primary tumour - solid tissue	SA517359	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.09621497267E11
controlled	FI28028	bb58834e-4ff8-5fa8-aae6-b1dbd33e8545	774c87d56d1b299fc11420dfa82af30d.bam	DO45291	SP99307	Normal - blood derived	SA501592	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	9.9055724998E10
controlled	FI13541	22da3be8-7970-51d9-9148-82c160f60bfe	481d40808a0ac4c2ac7322e08576f70a.bam	DO50798	SP112176	Normal - blood derived	SA529738	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	9.8185586925E10
